City Year Reported to CDP,Account Number,Organization,City,Country,CDP Region,Reporting Authority,Access,City-wide Emissions Inventory,Accounting Year,Inventory Boundary,Primary Protocol,Primary Protocol Comment,Common Reporting Framework inventory format (GPC) ,Gases Included,Direct emissions/ Scope 1 (metric tonnes CO2e) for Total generation of grid supplied energy ,Direct emissions/ Scope 1 (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy) ,Indirect emissions from use of grid supplied energy/Scope 2 (metric tonnes CO2e) for Total generation of grid supplied energy,Indirect emissions from use of grid supplied energy/Scope 2 (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy),Emissions occurring outside city boundary/ Scope 3 (metric tonnes CO2e) for Total generation of grid supplied energy ,Emissions occurring outside city boundary/ Scope 3 (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy) ,Total Scope 1 Emissions (metric tonnes CO2e),Total Scope 2 Emissions (metric tonnes CO2e),Total Scope 3 emissions (metric tonnes CO2e),City Total BASIC Emissions (GPC),Total BASIC+ Emissions (GPC),Chnage in emissions,Reason for change,​Land area (in square km),Population,Population Year,City Location,Last update,Water 2014 - Number of drivers,City,lon,lat,Year to reach net zero,City total emissions (t),City per capita emissions (t),Country total emissions 2020 (t),Country per capita emissions 2020 (t)
2019,54613,Alcaldia de Valdivia,Valdivia,Chile,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2012-05-26 - 2013-05-26,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"El inventario de emisiones de GEI se plantea de acuerdo al Protocolo ""Global Protocol For Community - Scale Greenhouse Gas Emissions (GPS)"" - Pilot Version 1.0  con alcance Basic +. Considera todas las emisiones de alcance 1 y 2 de unidades estacionarias, unidades móviles, residuos, procesos industriales y usos de productos, así como la agricultura, silvicultura y otros usos de la tierra (AFOLU). Además se incluyeron las emisiones de alcance 3 del sector residuos y de las unidades móviles.",No,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,,,,,,877816,0,31851,419319,643973,This is our first year of calculation,Lack of knowledge overcome,,166080,2017,,2020-01-12T04:30:42.857,,,,,2043,419319,2.5,112181059.2,6.1
2018,20113,City of Vancouver,Vancouver,Canada,North America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2017-01-01 - 2017-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,2536992,58204,105937,2698097,2698097,Increased,Change in weather conditions,,631486,2016,POINT (-123.114 49.2612),2020-01-12T04:30:40.780,,POINT,-123.114,49.2612,2029,2698097,4.3,737274611.1,19.6
2019,20113,City of Vancouver,Vancouver,Canada,North America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, WWF, Global Covenant of Mayors",public,Yes,2018-01-01 - 2018-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),The City has compiled a GPC-compliant inventory for 2018 as a Global Covenant of Mayors signatory.,No,"CH4, CO2, N20",,,,,,,2399259,58217,98392,2551251,2551251,Decreased,Change in weather conditions,,642686,2018,POINT (-123.114 49.2612),2020-01-12T04:30:42.857,,POINT,-123.114,49.2612,2029,2551251,4,737274611.1,19.6
2019,36254,Comune di Venezia,Venezia,Italy,Europe,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, Global Covenant of Mayors",public,Yes,2016-01-01 - 2016-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",,,,,,,8735271,618544,15396,3103390,3662037,Decreased,Behavioural change,,260520,2018,POINT (12.3211 45.4333),2020-01-12T04:30:42.857,,POINT,12.3211,45.4333,2024,3103390,11.9,427008841.8,7.2
2018,36254,Comune di Venezia,Venezia,Italy,Europe,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,8735271,618544,15396,3103390,3662037,Decreased,Behavioural change,,261905,2016,POINT (12.3211 45.4333),2020-01-12T04:30:40.780,,POINT,12.3211,45.4333,2024,3103390,11.8,427008841.8,7.2
2019,50392,Prefeitura de Vitória,Vitória,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, Global Covenant of Mayors",public,Yes,2010-01-01 - 2010-12-31,Larger – covers the whole city and adjoining areas,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Padrão ou Protocolo	GLOBAL PROTOCOL FOR COMMUNITY-SCALE GREENHOUSE GAS EMISSIONS (GPC) - Pilot Versão 1.0 – May 2006(ICLEI, C40, WRI)Alcance	Basic+Limites geográficos	CARIACICA, FUNDÃO, GUARAPARI, SERRA, VIANA, VILA VELHA E VITÓRIALimites operacionais	Todas as emissões do escopo 1 e escopo 2 de unidades estacionárias, unidades móveis, resíduos, processos industriais e usos de produtos, assim como de agricultura, silvicultura e outros usos da terra (AFOLU).  Todas as emissões do escopo 3 do setor resíduos Todas as emissões do escopo 3 de unidades móveisFoco	Top down para uso de uso de produtos, processos industriais e efluentes líquidos Bottom up para uso de combustíveis, produção de energia, resíduos e AFOLUAno do Inventário	2010",No,"CH4, CO2, HFCs, N20, PFCs, SF6",,,,,,,2431182.52,367108.66,659008.58,1689719.09,3457299.75,Increased,Increased energy/electricity consumption,,358267,2018,POINT (-40.3776 -20.3338),2020-01-12T04:30:42.857,,POINT,-40.3776,-20.3338,> 2050,1689719.09,4.7,1105067347,5.2
2018,31090,District of Columbia,"Washington, DC",United States,North America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,2952904.19,4088910.4,443120.6,7270052.15,,Decreased,,,693972,2017,POINT (-77.0369 38.9072),2020-01-12T04:30:40.780,,POINT,-77.0369,38.9072,2028,7270052.15,10.5,6718634480,20
2019,832838,Town of Wellfleet,Wellfleet,United States,North America,"CDP Cities, ICLEI - Local Governments for Sustainability, Global Covenant of Mayors",public,Yes,2017-07-01 - 2018-06-30,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",,,,,,,12422.55,7838.23,21526.21,20314.83,41786.99,,,,3500,2018,POINT (-70.031 41.9305),2020-01-12T04:30:42.857,,POINT,-70.031,41.9305,2028,20314.83,5.8,6718634480,20
2019,43937,Wellington City Council,Wellington,New Zealand,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF, Global Covenant of Mayors",public,Yes,2014-07-01 - 2015-06-30,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),NA,No,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,,,,,,621179,0,0,773061,1084979,Decreased,Technological change,,213847,2019,POINT (174.776 -41.2865),2020-01-12T04:30:42.857,,POINT,174.776,-41.2865,2034,773061,3.6,83680846.9,17.3
2018,43937,Wellington City Council,Wellington,New Zealand,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2014-07-01 - 2015-06-30,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,621179,,,773061,1084979,Decreased,Technological change,,209102,2017,POINT (174.776 -41.2865),2020-01-12T04:30:40.780,,POINT,174.776,-41.2865,2034,773061,3.7,83680846.9,17.3
2018,55801,City of West Palm Beach,West Palm Beach,United States,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2013-01-01 - 2013-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,383625,789569,21146.7,1484767,0,Decreased,Policy change,,108161,2017,POINT (-80.0534 26.7153),2020-01-12T04:30:40.780,,POINT,-80.0534,26.7153,2028,1484767,13.7,6718634480,20
2019,55801,City of West Palm Beach,West Palm Beach,United States,North America,"CDP Cities, ICLEI - Local Governments for Sustainability, Global Covenant of Mayors",public,Yes,2013-01-01 - 2013-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",,,,,,,383625,789569,21146.7,1484767,0,Decreased,Technological change,,112906,2018,POINT (-80.0534 26.7153),2020-01-12T04:30:42.857,,POINT,-80.0534,26.7153,2028,1484767,13.2,6718634480,20
2018,50578,City of Windsor,Windsor,Canada,North America,CDP Cities,public,Yes,2014-01-01 - 2014-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,2593309,,,1898713,2038252,Decreased,Legislative change,,217188,2016,POINT (-83.0364 42.3149),2020-01-12T04:30:40.780,42,POINT,-83.0364,42.3149,2029,1898713,8.7,737274611.1,19.6
2019,50578,City of Windsor,Windsor,Canada,North America,"CDP Cities, Global Covenant of Mayors",public,Yes,2018-01-01 - 2018-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),The 2014 baseline inventory for,No,"CH4, CO2, N20",,,,,,,1968805,102003,181709,2111433,2252052,Increased,Increased energy/electricity consumption,,233763,2018,POINT (-83.0364 42.3149),2020-01-12T04:30:42.857,42,POINT,-83.0364,42.3149,2029,2111433,9,737274611.1,19.6
2019,54253,Wollongong City Council,Wollongong,Australia,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability, Global Covenant of Mayors",public,Yes,2016-07-01 - 2017-06-30,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),This information has been submitted by Ironbark Sustainability to GCoM. I will not provide it again here,No,"CH4, CO2, N20",,,,,,,802881,1944120,,3091346,281078,This is our first year of calculation,Other: Joined GCoM,,216071,2018,POINT (150.893 -34.4278),2020-01-12T04:30:42.857,,POINT,150.893,-34.4278,2030,3091346,14.3,556624251.1,21.9
2018,54497,City of Wroclaw,Wroclaw,Poland,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,2048867,2651140,,4708212,4700007,Increased,Change in accounting methodology,,638600,2017,POINT (17.0385 51.1079),2020-01-12T04:30:40.780,29,POINT,17.0385,51.1079,2042,4708212,7.4,408092598,10.8
2019,54497,City of Wroclaw,Wroclaw,Poland,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, Global Covenant of Mayors",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Global Protocol for Community-Scale Greenhouse Gas Emission Inventories,No,"CH4, CO2, N20",,,,,,,1960066,2688923,5753,4654742,4663426,Increased,Increased energy/electricity consumption,,640600,2018,POINT (17.0385 51.1079),2020-01-12T04:30:42.857,29,POINT,17.0385,51.1079,2042,4654742,7.3,408092598,10.8
2018,31113,City of Yokohama,Yokohama,Japan,East Asia,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-04-01 - 2016-03-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,11063902,8109126,2070665,20960501,21243693,Decreased,Behavioural change,,3731096,2017,POINT (139.638 35.4437),2020-01-12T04:30:40.780,,POINT,139.638,35.4437,2024,20960501,5.6,1255128532,9.9
2019,31113,City of Yokohama,Yokohama,Japan,East Asia,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, Global Covenant of Mayors",public,Yes,2016-04-01 - 2017-03-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,,,,,,29671048,7925110,2590099,21022756,21308469,Stayed the same,Emissions have not changed,,37341317,2019,POINT (139.638 35.4437),2020-01-12T04:30:42.857,,POINT,139.638,35.4437,2024,21022756,0.6,1255128532,9.9
2018,35449,Stadt Zürich,Zürich,Switzerland,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,1095811,278946,,1374757,1374757,Stayed the same,No new inventory to report,,423310,2017,POINT (8.53918 47.3686),2020-01-12T04:30:40.780,38,POINT,8.53918,47.3686,2019,1374757,3.2,47580910.1,5.5
2019,73738,Khon Kaen City,Khon Kaen City,Thailand,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF, Global Covenant of Mayors",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",,,,,,,139565.82,214866.16,40760.64,395192.62,,Decreased,Technological change,,119265,2018,,2020-01-12T04:30:42.857,,,,,> 2050,395192.62,3.3,382042632.4,5.5
2019,59971,Melton City Council,Melton City Council,Australia,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability, Global Covenant of Mayors",public,Yes,2016-07-01 - 2017-06-30,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",,,,,,,793371,1420834,148990,2363195,,,,,,0,,2020-01-12T04:30:42.857,,,,,2030,2363195,#DIV/0!,556624251.1,21.9
2019,54305,Rajkot Municipal Corporation,Rajkot Municipal Corporation,India,South and West Asia,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF, Global Covenant of Mayors",public,Yes,2015-04-01 - 2015-03-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",,,,,,,749204,998152,140329,1887685,,Increased,Increased energy/electricity consumption,,1286995,2011,,2020-01-12T04:30:42.857,,,,,> 2050,1887685,1.5,3438509430,2.5
2019,73637,Steve Tshwete,Steve Tshwete,South Africa,Africa,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF, Global Covenant of Mayors",public,Yes,2017-07-01 - 2018-07-01,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",,,,,,,29803313,2937280,291112,3967565,,Increased,Population increase,,278749,2016,,2020-01-12T04:30:42.857,,,,,> 2050,3967565,14.2,526818555.2,9
2019,59580,"Town of Dedham, MA","Town of Dedham, MA",United States,North America,"CDP Cities, ICLEI - Local Governments for Sustainability, Global Covenant of Mayors",public,Yes,2018-01-01 - 2018-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Dedham has used GPC methodology to make community GHG inventory.,No,"CH4, CO2, N20",,,,,,,70699,52283,,70699.65,,This is our first year of calculation,Other,,25377,2017,,2020-01-12T04:30:42.857,,,,,2028,70699.65,2.8,6718634480,20
2019,839669,Municipio de San Jose,Municipio de San Jose,Guatemala,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2019-01-01 - 2020-01-01,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Porque se considero el indicado en nuestro Municipio.,No,"CH4, CO2, N20",,,,,,,135528,24085,195550,355166,,Do not know,Other: Por ser primer inventario,,56907,2019,,2020-01-12T04:30:42.857,,,,,> 2050,355166,6.2,38084532.3,2.1
2019,73750,Tarakan City,Tarakan City,Indonesia,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2010-01-01 - 2010-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),GPC reporting level : BASIC,No,"CH4, CO2, N20",,,,,,,339843.46,152320.77,,492164.23,492164.23,Do not know,Other,,253026,2017,,2020-01-12T04:30:42.857,,,,,> 2050,492164.23,1.9,1037304342,3.8
2019,73722,Mornington Peninsula Shire,Mornington Peninsula Shire,Australia,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability, Global Covenant of Mayors",public,Yes,2017-07-01 - 2018-06-30,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, HFCs, N20",,,,,,,958773,992254,116185,1858540,2067212,Increased,Other: Inclusion of BASIC+ sectors,,160862,2016,,2020-01-12T04:30:42.857,,,,,2030,1858540,11.6,556624251.1,21.9
2019,68290,Wyndham City Council,Wyndham City Council,Australia,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability, Global Covenant of Mayors",public,Yes,2016-07-01 - 2017-06-30,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Global Protocol for Community-scale Greenhouse Gas Emissions Inventories (GPC).,No,"CH4, CO2, N20",,,,,,,1178612.51,2194812.42,231804.98,3402006.54,3605229.91,,,,255322,2018,,2020-01-12T04:30:42.857,,,,,2030,3402006.54,13.3,556624251.1,21.9
2019,73645,KwaDukuza,KwaDukuza,South Africa,Africa,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF, Global Covenant of Mayors",public,Yes,2014-01-01 - 2015-01-01,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",,,,,,,516113,466999,25545,1008657,,,,,276719,2016,,2020-01-12T04:30:42.857,,,,,> 2050,1008657,3.6,526818555.2,9
2019,840419,Mahasarakham Municipality,Mahasarakham Municipality,Thailand,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2016-01-01 - 2016-12-31,,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",,,,,,,62448.58,184372.18,414.93,246291.72,247235.68,Increased,Change in calculation following verification,,49841,2019,,2020-01-12T04:30:42.857,,,,,> 2050,246291.72,4.9,382042632.4,5.5
2019,839668,Municipio de Iztapa,Municipio de Iztapa,Guatemala,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2019-01-01 - 2020-01-01,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),por ser el indicado para nuestro caso  como ciudad o municipio,No,"CH4, CO2, N20",,,,,,,54244,8490,1190,63925,6344947,Do not know,Other,,11917,2019,,2020-01-12T04:30:42.857,,,,,> 2050,63925,5.4,38084532.3,2.1
2019,68296,Hobsons Bay City Council,Hobsons Bay City Council,Australia,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability, Global Covenant of Mayors",public,Yes,2016-07-01 - 2017-06-30,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,CO2,,,,,,,577698.69,895964.9,11011.46,1484675.05,1484675.05,This is our first year of calculation,Lack of resource / funding overcome,,96470,2018,,2020-01-12T04:30:42.857,,,,,2030,1484675.05,15.4,556624251.1,21.9
2019,50361,Ayuntamiento de Hermosillo,Ayuntamiento de Hermosillo,Mexico,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2014-01-01 - 2015-01-01,Larger – covers the whole city and adjoining areas,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,,,,,,5351760,1578523,771719,5627561,7700073,Stayed the same,No new inventory to report,,727267,2010,,2020-01-12T04:30:42.857,,,,,> 2050,5627561,7.7,730501018.5,5.5
2019,840521,City of Denizli,City of Denizli,Turkey,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2016-01-01 - 2016-12-31,Larger – covers the whole city and adjoining areas,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"The Denizli Greenhouse Gas Inventory has been prepared in accordance with Global Protocol for Local GHG Emissions (GPC) which was prepared in 2014 by C40 Cities Climate Leadership Group (C40), the International Council of Local Environmental Initiatives (ICLEI) and the World Resources Institute (WRI) and which is widely used by local governments.The GPC was prepared on the basis of the IPCC National Greenhouse Gas Inventory Guidelines developed by the Intergovernmental Panel on Climate Change (IPCC) in 2006 and updated periodically. In this way, the results described in the following chapters are intended to be comparable and acceptable on a global scale.The inventory prepared at the urban scale includes all the emission sources within the realm of authority of Denizli Metropolitan Municipality. The authority of Denizli Metropolitan Municipality covers the provincial boundaries of the province .The inventory content is based on the classification of emission sources set by GPC. When preparing inventory in the framework of GPC, the scope of the inventory was determined depending on the detail, accuracy and reliability of the available data. GPC evaluates greenhouse gas emissions in 3 scopes; Scope 1 - Direct Emissions, Scope 2 - Indirect Emissions and Scope 3 - Indirect (Consumption Based) Emissions. During the preparation of the inventory, all emission sources within the realm of authority of the municipality were scanned and the maximum amount of data was tried to be reached. The emissions under Scope 3 were not included in the inventory due to the fact that it is ver y difficult to reach related data . According to the results of the GPC approach, the total greenhouse gas emissions of Denizli province for the year 2016 were estimated to be 7.5 million tons of CO2e. This amount refers to 7.5 tons of CO2e per capita, which is proportional to the population of Denizli in the same year (1.005.687) and this number is higher than Turkey’s 2016 average calculated as 7.5 tons of CO2e per capita. Total emissions of Denizli in Turkey’s total emissions in 2016 constitute 1.5%.",No,"CH4, CO2, HFCs, N20, PFCs, SF6",,,,,,,5851890,1650777,0,5094537,7502667,,,,1027782,2018,,2020-01-12T04:30:42.857,,,,,2042,5094537,5,521935084,6.2
2019,54270,Palmerston North City Council,Palmerston North City Council,New Zealand,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability, Global Covenant of Mayors",public,Yes,2016-07-01 - 2017-06-30,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Same protocol as other New Zealand cities that have completed inventories.,No,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,,,,,,523305,47361,,570666,,This is our first year of calculation,,,87300,2017,,2020-01-12T04:30:42.857,,,,,2034,570666,6.5,83680846.9,17.3
2019,73749,Nagpur,Nagpur,India,South and West Asia,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF, Global Covenant of Mayors",public,Yes,2017-01-04 - 2018-01-03,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Under URBAN LEDS  II project, GHG inventory of the city has been prepared.",No,"CH4, CO2, N20",,,,,,,,,,2849470.4,,Increased,Population increase,,2405665,2011,,2020-01-12T04:30:42.857,,,,,> 2050,2849470.4,1.2,3438509430,2.5
2019,59531,"City of Santa Barbara, CA","City of Santa Barbara, CA",United States,North America,"CDP Cities, ICLEI - Local Governments for Sustainability, Global Covenant of Mayors",public,Yes,2015-01-01 - 2015-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",,,,,,,394627.44,111114.14,10464.38,516205.96,538590.05,Decreased,Technological change,,93532,2019,,2020-01-12T04:30:42.857,,,,,2028,516205.96,5.5,6718634480,20
2019,839666,Municipio de Escuintla,Municipio de Escuintla,Guatemala,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2019-01-01 - 2020-01-01,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Es el protocolo que se adapta a la elaboración del inventario de ciudades GEI de Guatemala,No,"CH4, CO2, N20",,,,,,,116127,834,164628,281588,0,Do not know,,,170543,2019,,2020-01-12T04:30:42.857,,,,,> 2050,281588,1.7,38084532.3,2.1
